word	frequency	WiyotEquivalents
weave[1sbj]	1	['íwak,']
be.tired[1sbj]	1	['kółickadow,']
fade[3sbj.stv]	1	['hrawúł,']
2SBJ<TH.SBJV>SBJV	1	['á<h>m,']
fade	1	['hrawúł']
in.the.woods	1	['tíhn,']
crawl	1	['unos']
with.teeth	1	['ap']
make.hole	1	['luhl']
squeeze	1	['witwaliy']
be<3sbj.stv>soft	1	['kúmado<h>w,']
frost	1	['kacuhnék,']
outdoors	1	['katkółal,']
beach.pine	1	['walókalapłik,']
openwork.plate.	1	['pithawélił.']
spruce.tree	1	['wónokw,']
another.kind.	1	['hikłáhl.']
set.upright	1	['tát']
grow.slow	1	['kórakw']
INST.IMPL[3SBJ.STV]	1	['ónihl,']
hupa	1	['hoptóno,']
white.grass.	1	['himánawał.']
willow.root.	1	['lógop.']
be.hard.work[3sbj.stv]	1	['šbak,']
be.whatever.length	1	['kakósbohs']
3SBJ.IMP].	1	['ád].']
people.	1	['kuwíl.']
behave	1	['lołól']
be.rough[3sbj.stv]	1	['kacbłulabétk,']
drag.dim	1	['runóš']
necklace.	1	['khogakwówih.']
[speak.to]3obj	1	['thám']
work.at	1	['lok']
foot[nmlz].	1	['whélił.']
be.attached[3sbj.stv].	1	['tòkw.']
wear<nmlz.p>.	1	['khókado<h>w.']
pine.nut.beads.	1	['kúčišakwih.']
1OBJ[2SBJ]	1	['behl']
(no.longer	1	['(kalókh']
1SBJ.SBJV).	1	['ok).']
make<nmlz>.	1	['ko<h>w.']
front	1	['loyaganúh']
grow.together	1	['bus']
cloth.	1	['kwoksíkwahl.']
be<nmlz.loc>eyes	1	['walí<h>n']
cross.legs	1	['lutátk']
dig<nmlz.p>	1	['pá<h>l,']
train	1	['sbatól']
be.scared	1	['tamókw']
fall.down	1	['latkalagól']
3OBJ.PERS[3SBJ.DEF].	1	['uk.']
do.with	1	['lakh']
jump.at	1	['itadóhl']
ladder	1	['photawáhł']
pull.off	1	['láł']
child[pl]?	1	['cèk?']
have.big.time	1	['khitów']
be.night	1	['khún']
ride	1	['lakwisk']
have.sail	1	['lehlaw']
be.in.a.hurry	1	['yimaratw']
flee	1	['kótam']
3.POSS…	1	['ahl…']
boy.	1	['dáčhečhk.']
SER.	1	['tó.']
steal.food	1	['kámar']
NMLZ.A,	1	['ił,']
look.so[3sbj.stv],	1	['dákw,']
look.through	1	['łbarúłor']
INST.IMPL[3SBJ.IMPL]	1	['ónihl']
sail.around	1	['lehlaw']
be<nmlz.p>windy	1	['dotaga<h>n']
use.legs	1	['kówičkadoč']
look.inside	1	['tóhreł']
do<th.sbjv>	1	['kó<h>w']
family.	1	['kúhwik.']
call.kin.in.law	1	['póyakhd']
ask<nmlz.p>	1	['tówi<h>l,']
be.lost	1	['sikál']
3SBJ<NMLZ>IMPL.	1	['a<h>n.']
be.related.by.marriage	1	['póyakhd']
twigs	1	['dawígadak,']
traces	1	['wakásił,']
empty.container.	1	['wokałógihyaw.']
trout.	1	['thigóhri.']
sun.set[3sbj].	1	['katawariš.']
drip	1	['łol']
river[loc]	1	['patóhw']
3SBJ.DEF[NMLZ.POSS].	1	['ił.']
be.cracked	1	['kbačk']
lie.vacant	1	['šohwér']
corn.	1	['paroyókohłak.']
river<emp>	1	['patoh<ya>w']
be.in.a.row	1	['wugałéhl']
travel.in.boat	1	['lès']
child[pl]	1	['cákhi']
be.locked.in	1	['tahgalaw']
play.around	1	['putarohragadóhraw']
hide	1	['kúkš']
relative.	1	['wedómił.']
cost.so.much	1	['kosbakw']
pull[3sbj]	1	['thkín,']
walk.around	1	['lól']
fool	1	['šbár']
gather.together	1	['kaluhw']
the.same	1	['šóp']
talk.it.over	1	['šbihwír']
another[pl]	1	['tíwila,']
previously	1	['khuno']
wrap.up	1	['yápathad']
go.to.help	1	['dohninaw']
if	1	['yá']
observe	1	['sbokw']
feel.so[3sbj]	1	['dókw']
medicine.man	1	['mílił']
cl.days[nmlz].	1	['òk.']
double.up.legs	1	['lapatk']
legs	1	['ičkadač,']
be.very.sick	1	['saksókw']
wish.luck.for	1	['kométw']
five.	1	['wehsog.']
river[loc].	1	['koyólił.']
grab[3sbj].	1	['khahn.']
bluff[loc].	1	['rapšágadił.']
study	1	['sbítw']
small.sticks.	1	['kachípi.']
stroll	1	['thiyohw']
adult	1	['lokwíł,']
appear<nmlz.p>	1	['hołó<h>w,']
old.man,	1	['lokwìł,']
brother	1	['wadakhad']
eagle.	1	['til.']
pursue	1	['dókhš']
DEF.	1	['to.']
build.road	1	['duthug']
put.back.same.way[3sbj]	1	['litaks']
stand.behind	1	['dičagóhw']
make.road	1	['duthug']
be.dip.net	1	['kíweg']
fish.with.dip.net	1	['yiw']
be.two.	1	['ti.']
INST.IMPL[3SBJ.INT]?	1	['áne?']
3SBJ.INDF,	1	['úy,']
gamble[1sbj].	1	['pòš.']
think[3sbj]	1	['dów']
2SBJ.IMP!	1	['id!']
tell[3sbj].	1	['hanèwh.']
weave.tightly	1	['yíwakwh']
be.different.way	1	['bík']
make.top.braid	1	['lopúhnaw']
put.on.fire	1	['wotham']
eat<nmlz>.	1	['bi<h>w.']
brains.	1	['bókwuks.']
pull<nmlz.p>out	1	['łé<h>n,']
brains	1	['bókwuks,']
make<nmlz.p>flat	1	['palé<h>n,']
pull<nmlz.p>apart.	1	['bígi<h>n.']
slack.down	1	['kwóy']
whole	1	['tatkíh']
tails	1	['tbéłotawił,']
burn.only	1	['pítabałakoth']
roe.	1	['wóhl.']
be.filthy[3sbj]	1	['cidóyakw']
roe	1	['wóhl,']
gather<neg>wood	1	['bo<h>g']
TH.IMPL[1SBJ]	1	['ihw']
CAUS[3SBJ].	1	['es.']
myrtle.wood	1	['tukáł']
wood.chip.	1	['wigáłek.']
last.night	1	['dácawahl']
taste[3sbj.def]	1	['phoy,']
house.	1	['múl.']
center.slice	1	['tadotakw,']
[have]nasal.mucus	1	['wačhkígačhg']
tails.	1	['tbéłotawił.']
weave<nmlz.p>	1	['u<h>n,']
TH<3SBJ.STV>STV.	1	['o<h>w.']
hang.by.tail[3sbj.def].	1	['lohyawog.']
hang.by.tail[3sbj.def]	1	['lohyawog,']
cl.border	1	['čhbí']
bring.in	1	['kataw']
stick.to[3sbj.def]	1	['busatk,']
mud	1	['hotbútkohw,']
be.long.ago	1	['kučhétow']
be.hard.work[3sbj]	1	['šbak,']
score	1	['kúcok']
gather.many	1	['kac']
be.soft	1	['kúmad']
spoil[3sbj.stv].	1	['phi.']
pick.teeth	1	['šokahgadaw']
3POSS.INDF.	1	['ik.']
different.way	1	['likłá']
belong.to[nmlz]	1	['dárił']
sturgeon.	1	['póhm.']
be.soon	1	['wurúk']
put.down.into	1	['łak']
cook<nmlz.p>.	1	['pu<h>w.']
fire.go.out[2sbj.hort]	1	['rawawípokš,']
partition	1	['pał']
TH.IMPL.OBJ[NMLZ]	1	['otuh,']
inside.filet.of.salmon	1	['wochóy,']
layer	1	['be']
summer	1	['nakálabagadak']
make.large	1	['dohł']
cl.year	1	['ekolabágadak']
basketful	1	['abohwalaw']
lie<th.stv.3sbj>there	1	['tó<h>l']
crab	1	['łburagátih,']
sand.	1	['étkak.']
day.before	1	['čókeh']
NMLZP.	1	['i.']
REFL[3SBJ]	1	['ihw']
dig<nmlz.p>…	1	['pa<h>l…']
REFL[3SBJ].	1	['ehw.']
fins.	1	['wetútk.']
cockles	1	['tukówahn,']
quahogs	1	['katbóhy,']
washington.rough	1	['putkókwitkahl,']
get.many	1	['kac']
HORT.2SBJ	1	['t']
tomorrow.	1	['bolokw.']
pull<nmlz.p>out.	1	['tułé<h>n.']
soft.spot.	1	['kúmadohw.']
dig<nmlz.p>.	1	['pa<h>l.']
dig.out	1	['raš']
lay.around	1	['alíhs']
EMPH.NMLZ	1	['ítk']
be.content[1sbj].	1	['dákhwohw.']
boil	1	['łakaks']
be.strong.	1	['taróyag']
fins	1	['wetútk,']
3STV.	1	['im.']
fork	1	['łukókw']
soot	1	['pát,']
put.by.fire.between.sticks	1	['łakawis']
foam.blow.up	1	['ówołel']
put.through.crosswise	1	['tehr']
set.snares[nmlz].	1	['rowaríšwoč.']
food.run.out	1	['rawgáckapar']
be.one.piece	1	['hásk']
3SBJ<TH.SBJV>IMPL.	1	['o<h>n.']
carefully	1	['kuc']
be.half.basketful	1	['palohyagapłuhlaw']
hairy	1	['apł']
bunch	1	['atk']
briars	1	['wipólahg,']
3SBJ.PASS[NMLZ.LOC].	1	['im.']
set.snares[3sbj]	1	['rowaríšwoč,']
scare.out	1	['čačhapłoy']
live.there[3sbj].	1	['takw.']
get.burned	1	['wówit']
flies	1	['phiłwátkutihgad,']
split.pieces	1	['wohwalokw']
leaf	1	['hawígadak,']
see.if[nmlz]	1	['łoto']
burn.through[3sbj.pass].	1	['walút.']
cl.round.small.	1	['éck.']
be.small[3sbj.stv].	1	['mášick.']
cl.round.small[3sbj.stv].	1	['etk.']
bread	1	['swówinih']
move.away	1	['bakceckal']
think.of	1	['watítw']
leaf.	1	['hawígadak.']
cover.up	1	['kwaps']
be.very.hot[3sbj.stv]	1	['bałét,']
name.	1	['wahn.']
3SBJ.IMPL[NMLZ]	1	['ad,']
TH<NEG>SBJV	1	['a<h>g']
spring	1	['patádał']
maiden	1	['carórił']
turn.inside.out[3sbj.pass].	1	['karabukhadókł.']
eat<th.sbjv>	1	['bí<h>w']
swell.up[3sbj.stv]	1	['phíčulotkat,']
be.rich	1	['wikókek']
get.money	1	['tadawel']
eat<nmlz.p>.	1	['bi<h>w.']
mucus	1	['kíkačhg']
cl.body.part	1	['wačh']
NEG[NMLZ].	1	['ih.']
DIM[1SBJ].	1	['očh.']
what	1	['šuwó']
NMLZ.P?	1	['ih.']
spruce.root.	1	['tòp.']
INST.IMPL[3SBJ.STV].	1	['ónihl.']
move.into	1	['tól']
baby.basket	1	['padóthan']
cl.small.round[3sbj.stv].	1	['atk.']
cl.small.round[3sbj.stv]	1	['atk,']
3.POSS	1	['ehl']
nettles.	1	['meł.']
paint	1	['twowil']
look<3sbj.stv>so	1	['loło<h>w,']
be.puzzled.over	1	['šwanemitók']
it.would.be.well	1	['hoš']
brace.feet[3sbj.pass]	1	['šadagátkot,']
knob	1	['thus']
be.face	1	['barapšágad']
blow.nose	1	['hełonáčh']
seat	1	['bacitkagáł,']
pick.out	1	['sbókw']
hollow.out	1	['lul']
peel<nmlz.p>	1	['ruké<h>n,']
sweet.anise	1	['kwéc,']
cut.narrow	1	['kakošbar']
dry.kelp.	1	['phéčul.']
TH<3SBJ.STV>STV	1	['o<h>w,']
come<nmlz.p>[1sbj].	1	['lú<h>w.']
leach[1sbj].	1	['khíłisw.']
eat.up.fast	1	['tarágadap']
make.holes	1	['luhl']
eat.up	1	['ráhwar']
yellow.jacket	1	['kác,']
thimbleberry.leaves	1	['waretkapłíwahl']
get.on	1	['díyabakw']
get.at	1	['díyabakw']
cut.into.narrow.strips	1	['rakarohwir']
breaker.man	1	['lokwihtégadił']
coals.	1	['waròg.']
cl.plant.	1	['ałwot.']
run.through	1	['rohničbar']
put.by.fire.between.two.sticks	1	['łakawis']
be.inside[nmlz].	1	['tólog.']
2SBJ<NMLZ.P>SBJV	1	['a<h>m']
look[2sbj.imp]	1	['tówiłót']
dry<nmlz>	1	['bacawa<h>n,']
be.cooked[3sbj.stv].	1	['kwhowit.']
be.strong	1	['tadóyakw']
basket.mortar	1	['pítw,']
wrap.around.behind	1	['haphatharurihgad']
rabbit.skin.	1	['hìkw.']
leak	1	['adál']
eat.with.something	1	['luwap']
that.side	1	['lákowh']
3SBJ<NMLZ>PASS.	1	['a<h>n.']
six.stick.game	1	['hówałakos']
sprout[3sbj].	1	['oyaphłik.']
acorn[flour].	1	['kohmàk.']
cooking.basket	1	['lohwiluw']
pull.to.edge	1	['łakłíhs']
eat[3sbj]	1	['bow,']
from.one.side	1	['sóy']
starve[3sbj]	1	['wótog']
put.together	1	['lok']
mix[3sbj.pass]	1	['kulúwał,']
cl.round[nmlz]	1	['atk,']
tap.in	1	['léł']
be.famine	1	['butawákha']
rest	1	['lułíhs']
for.a.while	1	['kuce']
gather.to.center	1	['łakał']
trinidad.cove	1	['tokočhawóyowik']
come.toward[1sbj].	1	['honú.']
whenever	1	['tołko']
knot.pass	1	['datk']
take.one.piece	1	['šepiyásk']
3SBJ<TH.STV>(PASS).	1	['e<h>(m).']
look.back.every.few.steps[3sbj].	1	['gadełor.']
step.on[1sbj].	1	['phowot.']
do.with.foot	1	['ot']
be.so.	1	['nakw.']
flute	1	['wilabó']
3SBJ	1	['ił']
walk.about.outside	1	['katkółal']
go.down[2sbj.neg].	1	['łak.']
AFF?	1	['kitko.']
2SBJ<N.IND>SBJV	1	['a<h>m']
tasting[3sbj].	1	['dul.']
news[1sbj]	1	['lohs']
2OBJ.DIM	1	['oš']
cl.flat.round[3sbj].	1	['etk.']
be.weak	1	['raw']
faint	1	['watw']
so.do	1	['dár']
meet.and.catch	1	['ésk']
cl.days[3sbj]	1	['owok']
wónakw	1	['only']
čiwował	1	['dem']
NEG[3SBJ]?	1	['uh.']
say.words.in.singing	1	['tholutw']
just.that.far	1	['čiwałkos']
so.that	1	['kował']
from.then.on	1	['čuwówałkíł']
call.for	1	['walól']
lend	1	['mósal']
appear.right	1	['dákw']
happen.	1	['nágadak.']
REFL[1SBJ].	1	['ihw.']
possess.temporarily	1	['woł']
UNK[NMLZ].	1	['ol.']
how.much.int	1	['šuwo']
have.thoughts	1	['datw']
cl.day	1	['wén']
2SBJ<NEG>SBJV.	1	['a<h>m.']
must	1	['kítkoweł']
come.so[1sbj].	1	['du.']
woman.marry	1	['wisúw']
very.soon	1	['himadébił']
visit[1sbj].	1	['wólol.']
come.from[1sbj].	1	['nu.']
in.old.days?	1	['kukeh?']
tie.with.otter.skin[nmlz].	1	['phówidawáłar.']
untie.hair	1	['yowén']
become.pregnant	1	['wiy']
pound[2sbj.imp]	1	['širow']
smell.of	1	['phóyoth']
give.up.husband	1	['lohnótw']
house.partition	1	['pał']
single.one[nmlz]	1	['tował']
dissolve	1	['rawákw']
after.meal	1	['dukał']
feed<3sbj.pass>.	1	['tú<h>w.']
be.born[3sbj.pass]	1	['koh']
start.off[1sbj]	1	['gígatol']
in.center	1	['šope']
3SBJ<TH.PASS>PASS	1	['a<h>n']
murder	1	['wašákw']
be.raw	1	['totw']
coast	1	['šuhd']
west.	1	['šuhd.']
be.leg	1	['wačhkóčh']
grasp[3sbj]	1	['kan']
pestle.	1	['thuhl.']
come[3sbj]?	1	['luhw.']
be.daylight[1sbj]	1	['towáłor']
3SBJ.INDF?	1	['ih.']
soak.acorns	1	['khéłesw']
1NEG.	1	['khado.']
cross.river[3sbj]	1	['łehl']
wear.front.dress	1	['mutw']
stop.short.and.stand	1	['tolúht']
be.easily.frightened	1	['dám']
something.	1	['kwółto.']
feet	1	['wélił']
put.in.ground	1	['łén']
cl.long.objects	1	['ókh']
be.cute	1	['diya']
3SBJ<NMLZ.P>STV?	1	['a<h>n.']
someone.else	1	['tiwílitk']
be.behind.dim	1	['dičág']
be.stiff	1	['botéth']
find[3sbj]	1	['kucadag']
listen.to[1sbj]	1	['šópaduk']
go.about[3sbj]	1	['lól']
mud.hen.	1	['čačhíčhkadih.']
set.snare	1	['kulus']
rogers.peak[loc]	1	['kiyókwad']
come.for.in.boat[3sbj].	1	['limilut.']
get.power[3sbj].	1	['wákhłekw.']
HORT[3SBJ].	1	['it.']
DUB[3SBJ]	1	['to']
move.board.out.of.side.of.house	1	['adał']
ropelike	1	['un']
eat[3sbj].	1	['phł.']
oh.my!	1	['ełokeh.']
call.someone.kin	1	['nókhot']
be.sore	1	['šidow']
no.longer.2sbj	1	['khłok']
be.in.middle	1	['šop']
cut.3obj	1	['łuhlaw']
feast[3sbj].	1	['woł.']
afternoon[nmlz]	1	['búyágadakw']
knife	1	['púmip']
grasp<nmlz.p>.	1	['kha<h>n.']
overtake<nmlz.p>.	1	['búna<h>n.']
crescent.city	1	['tólawog,']
old.people	1	['lokwíł']
woodpecker.headdress	1	['tarokóhw']
dwell[2sbj.imp]	1	['tól']
be.ill	1	['sílak']
go<2sbj.imp>.	1	['áto<h>d.']
old.folk	1	['lokwíł,']
harpoon[3sbj].	1	['tog.']
come.that.way	1	['dúw']
aldebaran	1	['habadútbih']
3<NEG>OBJ	1	['i<h>m']
DIST	1	['yóna']
encircle.dim	1	['caca']
look.like.dim[nmlz]	1	['áhrag']
put.out.fire	1	['wipókhš']
3SBJ.DEF[NMLZ].	1	['íł.']
play[3sbj].	1	['dágadod.']
appear.so[3sbj.def]	1	['dákw']
appear<3sbj.def>.	1	['hołó<h>w.']
TH.STV[1SBJ]	1	['il']
withness.by.seeing	1	['béšókwh']
snake.	1	['hóhrač.']
cl.long.object[nmlz]	1	['ok,']
CONT[1SBJ].	1	['bał.']
come.on	1	['hoš']
make.3obj	1	['ków']
ADVS[1SBJ]	1	['ał']
pitch.wood	1	['kbád']
take<3sbj>out	1	['łe<h>n']
build.pass	1	['bal']
belt.	1	['háphalašił.']
SBJV	1	['áhg']
3POSS[3SBJ].	1	['ohl.']
wash.face	1	['łígadúš']
catch.a.lot	1	['kac']
1PL.SBJ	1	['áták']
meeting	1	['bosat']
carry.object.drive.away	1	['baktokwłoy']
INST.INTR[1SBJ].	1	['utw.']
AUG[3SBJ]	1	['ke']
body.louse	1	['hégačhk']
do.of.own.volition.	1	['al.']
go.down.to	1	['łók']
3SBJ.PASS?	1	['an.']
bones.dim	1	['wáckadór']
condor	1	['šotóš']
weave<emp>baskets	1	['í<ya>wokw']
any.one	1	['tiwílił']
be.parent[nmlz]	1	['čáčeł']
be.allowable[3sbj]	1	['čuwóyaławał']
in.the.midst.of	1	['wóka']
INST.IMPL[3SBJ])	1	['anah)']
loose.storage.basket	1	['tehl']
be.tossed<emp>by.waves	1	['ló<la>wehm']
3NEG[NMLZ]	1	['kwhó']
by.hand[3sbj].	1	['ehn.']
3OBJ[2SBJ].	1	['uhm.']
shoot[1sbj].	1	['swo.']
cl.large.round.	1	['tk.']
cartridge	1	['copíwol']
be.thin	1	['wówad']
pigeon	1	['hámek']
miss	1	['wíłiswow']
listen.to[3sbj].	1	['padúk.']
be.dove	1	['šadów']
all.the.way	1	['kudowo']
get.rid.of	1	['hóg']
(canoe)	1	['(holuwi)']
bring.from	1	['dutw']
how.look<nmlz.p>[3sbj]	1	['lóło<h>w']
who	1	['kwoł']
dentalium.	1	['diníh.']
succeed	1	['lutógotód']
INIT	1	['šíp']
be.born[nmlz]	1	['kokw']
have.fur	1	['wolápht']
be.long[3sbj].	1	['łowhw.']
3POSS)	1	['ahl)']
thoroughly	1	['ruwaga']
have.disease	1	['phow']
believe[3sbj]	1	['hihl']
say[3sbj.pass]	1	['lél']
tell.what.one.sees.doctoring[3sbj.pass]	1	['tokwhihl']
cry[2sbj].	1	['wohw.']
cl.surface[3sbj]	1	['ow']
be.full.of.holes	1	['čhačh']
lie[3sbj].	1	['łihm.']
be.naked	1	['šickóš']
otherwise	1	['tbádakw']
[wear]breech.cloth	1	['dapháckadecán']
growl	1	['tabolón']
owl.	1	['picúlakhš.']
big.lagoon	1	['dicóp']
do[2sbj]	1	['lok']
be.left.alone	1	['talókha']
mouth.of.river[loc].	1	['kiltokhóyótkił.']
INTS[NMLZ]	1	['óg']
defeat	1	['kélaw']
float[3sbj]	1	['lúł']
3SBJ.DEF:	1	['ił:']
king.salmon	1	['tabahl']
be.trap	1	['lapakáhkw']
near.	1	['wadowókukeh.']
go<n.ind>[1sbj].	1	['áto<h>l.']
mean	1	['lón']
snore	1	['tókwhóg']
choke[3sbj]	1	['łał']
ate	1	['phł']
cl.small.round[3sbj].	1	['ack.']
pound<n.ind>[2sbj.imp].	1	['šaro<h>w.']
neighbor	1	['winék']
that	1	['či']
burn.in.fire	1	['łákóth']
cl.long.hairlike	1	['aphł']
fur.seal	1	['hudowóyagił']
trade	1	['łik']
that.which	1	['čuwó']
put.out.fire[3sbj].	1	['wipok.']
hook.bill	1	['madawókočhk']
1SBJ<TH.NEG>SBJV	1	['e<h>g']
look.about	1	['tówełor']
ocean[loc]	1	['šuhd']
return[3sbj]	1	['luł']
small.island	1	['hatúlehm']
around.a.point	1	['wóná']
TH<3SBJ.PASS>PASS	1	['o<h>w']
dam	1	['pówúw']
1SBJ[PL].	1	['uh.']
1SBJ.PL	1	['ótuk']
SUB[3POSS]	1	['ad']
once.upon.a.time.	1	['kukwétowił.']
)PST	1	[')yi']
valuables[3poss].	1	['hólanih.']
landing[loc]	1	['agadišón']
bring.dim	1	['yúčh']
fish	1	['pél']
3SBJ<TH.STV>STV)	1	['a<h>d)']
choose	1	['towík']
way.up.river	1	['čočhwód']
only[1sbj]	1	['wónakw']
go.up[3sbj].	1	['duł.']
crane	1	['mélakwhiyon']
travel[3sbj]	1	['atohl']
visit[3sbj]	1	['wok']
lie.on.shore	1	['toł']
yél	1	['say']
okw	1	['loc']
w	1	['sub']
holúwi	1	['canoe']
build.big.fire[3sbj.pass].	1	['gácadóyh.']
łól	1	['jump']
UNK[1SBJ].	1	['il.']
leaves	1	['hawégadak']
cl.edge	1	['čhbe']
be.like[3sbj].	1	['ehlog.']
tule.quiver.	1	['dagáłeh.']
wear.around.shoulders	1	['kitów']
sweat	1	['kokwhłét']
be<3sbj.stv>cool.	1	['yégo<h>l.']
be.like[nmlz].	1	['ahlag.']
see.far	1	['łówel']
through.the.air	1	['tolú']
go.along.with[1sbj].	1	['walawók.']
study.over	1	['swétw']
scratch.head	1	['šupíčkóš']
1OBJ[3SBJ.HORT].	1	['wohl.']
3SBJ.PASS[HORT].	1	['ad.']
1<N.IND>OBJ[2SBJ.IMP].	1	['o<h>l.']
brodiaea.root.	1	['pútaduš.']
be.near.landing	1	['diróyawekhš']
divide<3sbj.pass>.	1	['wígi<h>n.']
(HORT)	1	['(it)']
fall.down[3sbj]	1	['tawał']
sky.	1	['wehn.']
be.empty[3sbj]	1	['šow']
pound[3sbj].	1	['šarow.']
hail	1	['hike']
cormorant	1	['čhédawógaš']
make[1sbj]	1	['kowh']
[say.to]3obj	1	['thám']
dwell[1sbj].	1	['to.']
POSS[3SBJ]?	1	['dákwhe.']
harm	1	['lok']
sing.war.song	1	['kówos']
war.song	1	['balad']
NMLZ.INF[1SBJ]	1	['akw']
2SBJ.PASS)	1	['ilot)']
(kill	1	['(díyaw']
2SBJ[PASS]	1	['et']
3SBJ<TH.STV>PASS[HORT].	1	['a<h>n.']
UNK[1SBJ.PL]	1	['od']
who.int	1	['kwíłwo']
son.in.law	1	['wacadákw']
listen.to[2sbj.imp]	1	['šópaduk']
HORT).	1	['yit).']
soon.	1	['howarúkakhł.']
some.body.	1	['kwíłto.']
remain	1	['tókw']
deer.skin	1	['twulágal']
wood.devil.	1	['tikwókałił.']
1SG.EMPH	1	['yi']
bow	1	['šawót']
be.woman	1	['khókhadol']
have.brush.dance	1	['lolanuth']
little.river[loc]	1	['phłatkosómalim']
be.salt.water	1	['phók']
be.salty	1	['phók']
make.into.trough	1	['detówen']
canoe.paddle	1	['man']
1SBJ<N.IND>SBJV?	1	['a<h>g.']
hate.dim	1	['šakhš']
butter.ball.	1	['corošáłił.']
be.dandelion.gum	1	['hopúš']
night	1	['wóyo']
cl.piece	1	['sk']
here.	1	['kwhileh.']
1SBJ(	1	['ih(']
resemble[3sbj].	1	['hołów.']
overtake	1	['wúnen']
find.dim	1	['čag']
red.headed.woodpecker	1	['rokówhw']
feel.in.bones	1	['wateł']
be.sign[3sbj]	1	['kiłihl']
3SBJ<TH.STV>IMPL.	1	['á<h>n.']
be.blue	1	['tugáł']
start.back.home	1	['łab']
try[1sbj].	1	['łék.']
head.dim	1	['ickuš']
like.nmlz	1	['ékh']
be.two.dim	1	['dic']
son.in.law[woman.speaking].	1	['dácadákw.']
how.that.int	1	['šukto']
wicker.carrying.basket.	1	['khulawúyh.']
rattle	1	['datánik']
pretty.soon	1	['múdokhoh']
sit.dim	1	['číwad']
hark	1	['ho']
be.elk.meat	1	['wóy']
fern	1	['tołbół']
at.destination	1	['kwi']
dive	1	['cúm']
be.unfortunate[1sbj]	1	['dakwil']
bunker.hill[loc]	1	['pučhówak']
send.away	1	['báłakw']
place.where	1	['wat']
2SBJ[INT]?	1	['at.']
oh.dear	1	['owad']
aross	1	['tók']
older.cousin[1poss]	1	['dámemak']
younger.cousin[1poss]	1	['kadóčh']
fawn.	1	['púcad.']
encircle	1	['thot']
cross.river	1	['łehl']
sun	1	['tól']
be.up.above	1	['tóth']
treat.person	1	['lok']
look.out	1	['déłór']
be.daylight[3sbj]	1	['rawáłor']
be.very.rich	1	['wikókeg']
in.corner.of.house.at.one.side	1	['kududóčágak']
act.as.doctor	1	['honal']
make.noise	1	['lónel']
twist.on.thight	1	['pítaw']
twine.	1	['hétk.']
water[1sbj].	1	['ol.']
travel[1sbj]?	1	['átol.']
coyote?	1	['wítkoł.']
TH.STV[1SBJ].	1	['íl.']
oversleep[1sbj].	1	['tadatw.']
NEG[2SBJ.IMP].	1	['og.']
be.faint.hearted	1	['rawátw']
metal.knife	1	['pumépal']
lack[3sbj].	1	['šokw.']
brodiaea.bulb.	1	['putadúš.']
stomach[1poss]	1	['tohg']
brodiaea.bulb	1	['putadúš']
catch<3sbj.pass>.	1	['kha<h>n.']
arrow.with.flint.point.	1	['cópił.']
patrick.point[loc]	1	['čidakwón']
cl.body	1	['wat']
on.the.point.of	1	['we']
roll.around.with.pain	1	['kónal']
remain[3sbj]	1	['tákw']
change	1	['tíwél']
do.so[1sbj.pl.hort]	1	['náhr']
think.so[1sbj]	1	['šuš']
do.so[1sbj.pl.hort].	1	['nahr.']
sister.in.law.of.man	1	['wac']
have.stomach	1	['éth']
beach[loc].	1	['šuhd.']
black.bear	1	['mokw']
drive.away	1	['baktókwłoy']
fish.with.net	1	['pehl']
lift.off	1	['tokwłoy']
come.out.on.end.of[3sbj].	1	['thígarókwhł.']
eel.	1	['kútaw.']
cross.	1	['lákowh.']
gather.nuts	1	['čókwhil']
be.eddy.water	1	['kuhmoyágadow']
eel.basket	1	['yów,']
3OBJ<TH.SBJV>[3SBJ]	1	['i<h>m:']
dig.hole.in.ground	1	['lútkal']
turn.upside.down	1	['téthol']
put.into.ground	1	['łithóhl']
see[3obj]	1	['wal']
redwood<emp>log	1	['búpha<h>l']
make<th.stv>[3sbj.pass]	1	['ko<h>w,']
get.on.top	1	['lútakw']
TH<TH.N.IND>SBJV	1	['á<h>g']
punch.at	1	['čáčh']
cl.long.object[3sbj]	1	['ok,']
string.bow	1	['lawós']
make.arrow	1	['lików']
cotton.tail	1	['tokwht']
dog.	1	['wóyic.']
SBJ<NMLZ>IMPL	1	['a<h>n,']
body	1	['wat']
TH.TR	1	['ot']
run.out[3sbj.def].	1	['thígadowit.']
toad.	1	['kwakwadáčk.']
darken<nmlz.p>	1	['khúno<h>n,']
1OBJ[2SBJ.IMP]	1	['ar']
extinguish	1	['pokad']
pour[3obj]	1	['paragóš']
smoke.hole.	1	['khosánih.']
humboldt.bay	1	['wiki']
(PST)	1	['(hi)']
dwelling.	1	['tóhl.']
PROX	1	['khukš']
feel.well	1	['dákw']
storage.basket	1	['khithadóhy,']
away	1	['wá']
think.to.be.nasty	1	['tíhrokw']
go.there[1sbj]	1	['tól']
be.in.water	1	['khówal']
run.down	1	['kitét']
take.to.be.nasty	1	['tihrokwuhm']
live.with	1	['ip']
be.saturated	1	['kóhwiw']
be.ready[3sbj.def]	1	['yáp,']
TH.TR[1SBJ].	1	['ot.']
3POSS[NMLZ].	1	['ehl.']
IMPL.INSTR.	1	['onihl.']
go.off[3sbj]	1	['wétod']
hold.onto	1	['kadé']
catch[3sbj.pass].	1	['khan.']
INS.TR	1	['ut']
stand.over	1	['kál']
