word_1	word_2	biword	frequency
be.one	in.vain	be.one|in.vain	1
in.vain	treat	in.vain|treat	1
treat	UNK	treat|UNK	1
3SBJ.DEF	in.vain	3SBJ.DEF|in.vain	1
in.vain	sing	in.vain|sing	1
sing	3SBJ.DEF.	sing|3SBJ.DEF.	12
3NEG	CESS	3NEG|CESS	2
CESS	cry	CESS|cry	3
3SBJ.DEF.	what	3SBJ.DEF.|what	1
what	EMP	what|EMP	1
EMP	3SBJ.DEF	EMP|3SBJ.DEF	2
DEF	happen	DEF|happen	1
happen	NMLZ.P?	happen|NMLZ.P?	1
out	go	out|go	66
3SBJ.DEF	nettles	3SBJ.DEF|nettles	2
nettles	PST	nettles|PST	1
go.to	get	go.to|get	1
get	3SBJ.DEF.	get|3SBJ.DEF.	1
ITER	come.in	ITER|come.in	4
come.in	3SBJ.DEF.	come.in|3SBJ.DEF.	7
3SBJ.DEF.	come.in	3SBJ.DEF.|come.in	1
come.in	bring	come.in|bring	1
bring	3SBJ.DEF.	bring|3SBJ.DEF.	3
PST	take.out	PST|take.out	9
take.out	UNK	take.out|UNK	2
PST	move.into	PST|move.into	1
move.into	CAUS	move.into|CAUS	1
baby.basket	SUB	baby.basket|SUB	1
SUB	3.POSS	SUB|3.POSS	1
3.POSS	SUB	3.POSS|SUB	1
ITER	put.in	ITER|put.in	1
DEM	then	DEM|then	27
3SBJ.DEF.	3NEG	3SBJ.DEF.|3NEG	22
ITER	touch	ITER|touch	1
touch	UNK	touch|UNK	1
EMP	woman	EMP|woman	5
woman	PST	woman|PST	2
no.longer	come.out	no.longer|come.out	1
come.out	UNK	come.out|UNK	1
3POSS	cry	3POSS|cry	3
cry	NMLZ	cry|NMLZ	2
NMLZ	3POSS.	NMLZ|3POSS.	40
3SBJ.DEF	nettles.	3SBJ.DEF|nettles.	1
be.puzzled.over	REFL	be.puzzled.over|REFL	1
think	3SBJ.DEF.	think|3SBJ.DEF.	3
3SBJ.DEF.	it.would.be.well	3SBJ.DEF.|it.would.be.well	1
AFF.	DEM	AFF.|DEM	6
DEM	AFF	DEM|AFF	43
AFF	do	AFF|do	1
do	3OBJ	do|3OBJ	5
3OBJ	NMLZ.P.	3OBJ|NMLZ.P.	2
blow.nose	SUB	blow.nose|SUB	1
SUB	DIM[1SBJ].	SUB|DIM[1SBJ].	1
DIM[1SBJ].	cl.body.part	DIM[1SBJ].|cl.body.part	1
cl.body.part	mucus	cl.body.part|mucus	1
mucus	SUB	mucus|SUB	1
PST	come.out	PST|come.out	1
come.out	3SBJ.DEF.	come.out|3SBJ.DEF.	1
take.out	3OBJ	take.out|3OBJ	9
INCH	treat	INCH|treat	1
treat	3OBJ	treat|3OBJ	1
INCH	wipe	INCH|wipe	3
wipe	by.hand	wipe|by.hand	1
by.hand	3OBJ	by.hand|3OBJ	44
INCH	CESS	INCH|CESS	6
cry	3SBJ.DEF	cry|3SBJ.DEF	7
3SBJ.DEF.	out	3SBJ.DEF.|out	2
3SBJ.DEF.	at.last	3SBJ.DEF.|at.last	1
at.last	be.while	at.last|be.while	1
be.while	NMLZ.INF	be.while|NMLZ.INF	8
see	NEG	see|NEG	13
NEG	3NEG	NEG|3NEG	2
see	NEG.	see|NEG.	4
NEG.	out	NEG.|out	1
EMP	man.	EMP|man.	1
man.	PST	man.|PST	1
go.to	around	go.to|around	4
around	look.for	around|look.for	2
look.for	3OBJ	look.for|3OBJ	25
see	3SBJ.DEF.	see|3SBJ.DEF.	24
3SBJ.DEF.	3POSS	3SBJ.DEF.|3POSS	6
3POSS	tracks	3POSS|tracks	7
tracks	3POSS	tracks|3POSS	3
INCH	track	INCH|track	2
track	3OBJ	track|3OBJ	2
3NEG	be.far	3NEG|be.far	19
be.far	go	be.far|go	18
PST	hear	PST|hear	2
hear	3SBJ.DEF	hear|3SBJ.DEF	5
3SBJ.DEF	when	3SBJ.DEF|when	4
when	DEF	when|DEF	14
DEF	cry	DEF|cry	2
cry	NMLZ.P.	cry|NMLZ.P.	2
upon.arrival	watch	upon.arrival|watch	2
watch	3OBJ	watch|3OBJ	8
3POSS	sit	3POSS|sit	6
sit	NMLZ	sit|NMLZ	2
speak.to	UNK	speak.to|UNK	2
3SBJ.DEF	1POSS	3SBJ.DEF|1POSS	7
1POSS	then	1POSS|then	1
EMP	see[1sbj]	EMP|see[1sbj]	1
EMPH	see	EMPH|see	1
see	2OBJ[1SBJ].	see|2OBJ[1SBJ].	1
2OBJ[1SBJ].	2PROH	2OBJ[1SBJ].|2PROH	1
2PROH	ITER	2PROH|ITER	2
ITER	think.of	ITER|think.of	1
think.of	TH.1OBJ	think.of|TH.1OBJ	1
TH.1OBJ	1OBJ	TH.1OBJ|1OBJ	15
1OBJ	TH<NEG>SBJV	1OBJ|TH<NEG>SBJV	1
UNK	ITER	UNK|ITER	2
see	TH.1OBJ	see|TH.1OBJ	2
TH.1OBJ	NEG[2SBJ].	TH.1OBJ|NEG[2SBJ].	2
NEG[2SBJ].	ITER	NEG[2SBJ].|ITER	2
ITER	turn	ITER|turn	2
turn	go	turn|go	2
3SBJ.DEF	AFF.	3SBJ.DEF|AFF.	19
x	chase	x|chase	1
chase	NMLZ.A	chase|NMLZ.A	1
NMLZ.A	INDF	NMLZ.A|INDF	1
INDF	UNK	INDF|UNK	1
UNK	girl	UNK|girl	1
girl	ił	girl|ił	1
ił	NMLZ.A	ił|NMLZ.A	1
x	wu	x|wu	1
wu	dít	wu|dít	1
dít	wu	dít|wu	1
wu	luw	wu|luw	1
luw	akw	luw|akw	1
akw	ahl	akw|ahl	2
ahl	wik	ahl|wik	1
wik	bohd.	wik|bohd.	1
bohd.	tatkónawokš	bohd.|tatkónawokš	1
tatkónawokš	UNK	tatkónawokš|UNK	1
wu	DEM.PROX	wu|DEM.PROX	2
x	PROG	x|PROG	2
on.arrival	come	on.arrival|come	32
3SBJ.DEF.	upon.arrival	3SBJ.DEF.|upon.arrival	12
3SBJ.DEF	wu	3SBJ.DEF|wu	1
wu	PFV	wu|PFV	1
x	hu	x|hu	2
hu	tól	hu|tól	1
tól	ih.	tól|ih.	1
ih.	širúkeh	ih.|širúkeh	1
širúkeh	hu	širúkeh|hu	1
hu	tókwh.	hu|tókwh.	1
tókwh.	wítkoł	tókwh.|wítkoł	1
wítkoł	akw	wítkoł|akw	1
akw	NMLZ	akw|NMLZ	1
wik	from	wik|from	1
x	PFV	x|PFV	1
PFV	there	PFV|there	1
there	dwell.	there|dwell.	1
dwell.	PST	dwell.|PST	1
PST	go.in	PST|go.in	12
go.in	3SBJ.DEF.	go.in|3SBJ.DEF.	36
speak.to	TH.IMPL[3SBJ].	speak.to|TH.IMPL[3SBJ].	1
TH.IMPL[3SBJ].	to	TH.IMPL[3SBJ].|to	1
to	PROG	to|PROG	7
x	hi	x|hi	7
hi	tówel	hi|tówel	1
tówel	utw	tówel|utw	1
utw	ił	utw|ił	1
ił	tawó	ił|tawó	1
tawó	ču	tawó|ču	1
ču	to	ču|to	1
to	nín	to|nín	2
nín	ił	nín|ił	1
ił	yúw	ił|yúw	1
yúw	come	yúw|come	2
kwí	upon.arrival	kwí|upon.arrival	1
x	UNK?	x|UNK?	1
UNK?	NEG.EMPH	UNK?|NEG.EMPH	1
NEG.EMPH	UNK	NEG.EMPH|UNK	1
UNK	DUB	UNK|DUB	1
DUB	around	DUB|around	3
around	have.sense[3sbj]	around|have.sense[3sbj]	1
have.sense[3sbj]	om	have.sense[3sbj]|om	1
om	3OBJ	om|3OBJ	3
x	du	x|du	1
du	tokw	du|tokw	1
tokw	kwíle	tokw|kwíle	1
kwíle	čiwa	kwíle|čiwa	1
čiwa	to	čiwa|to	1
nín	ił.	nín|ił.	1
ił.	hu	ił.|hu	1
hu	3POSS	hu|3POSS	3
ih.	NMLZ.P.	ih.|NMLZ.P.	1
x	DEM.PROX	x|DEM.PROX	1
DEM.PROX	old.woman	DEM.PROX|old.woman	5
old.woman	PST	old.woman|PST	5
INCH	feed	INCH|feed	2
feed	3OBJ	feed|3OBJ	1
3SBJ.DEF	field.mouse.	3SBJ.DEF|field.mouse.	1
field.mouse.	hu	field.mouse.|hu	1
hu	when	hu|when	1
hi	t	hi|t	1
t	úw	t|úw	1
úw	onihl.	úw|onihl.	1
onihl.	łe	onihl.|łe	1
łe	kó	łe|kó	1
kó	li	kó|li	1
li	bew	li|bew	1
bew	ił	bew|ił	1
ił	wítkoł	ił|wítkoł	1
wítkoł	coyote	wítkoł|coyote	1
čí	there	čí|there	1
x	DEM.DIST	x|DEM.DIST	3
EMP	INDF	EMP|INDF	4
INDF	cl.time	INDF|cl.time	1
cl.time	come.from	cl.time|come.from	1
come.from	NMLZ.A.	come.from|NMLZ.A.	1
NMLZ.A.	NEG.EMPH	NMLZ.A.|NEG.EMPH	1
NEG.EMPH	eat	NEG.EMPH|eat	3
eat	NMLZ.P.	eat|NMLZ.P.	15
NMLZ.P.	hi	NMLZ.P.|hi	1
hi	PST	hi|PST	11
x	kalókh	x|kalókh	1
kalókh	a	kalókh|a	1
a	rúk	a|rúk	1
rúk	ak	rúk|ak	1
ak	pucád	ak|pucád	1
pucád	uy.	pucád|uy.	1
uy.	witkoł	uy.|witkoł	1
witkoł	ił.	witkoł|ił.	1
ił.	3SBJ.DEF.	ił.|3SBJ.DEF.	8
tál	speak.to	tál|speak.to	1
x	PST	x|PST	4
3SBJ.DEF	be.imposed.upon	3SBJ.DEF|be.imposed.upon	1
be.imposed.upon	3SBJ.DEF	be.imposed.upon|3SBJ.DEF	1
3SBJ.DEF	hi	3SBJ.DEF|hi	1
x	to	x|to	1
to	ruh	to|ruh	1
ruh	kado	ruh|kado	1
kado	dákw	kado|dákw	1
dákw	i<h>l.	dákw|i<h>l.	1
i<h>l.	dog	i<h>l.|dog	1
dog	íl	dog|íl	1
íl	ta	íl|ta	1
ta	utw	ta|utw	1
utw	INST	utw|INST	1
tawó	where.int	tawó|where.int	1
x	AFF	x|AFF	1
AFF	go.to	AFF|go.to	9
go.to	already	go.to|already	3
already	be.person	already|be.person	1
be.person	3SBJ.DEF.	be.person|3SBJ.DEF.	1
3SBJ.DEF.	who	3SBJ.DEF.|who	1
who	to	who|to	1
x	kéł	x|kéł	1
kéł	kuc	kéł|kuc	1
kuc	ku	kuc|ku	1
ku	lók	ku|lók	1
lók	aw	lók|aw	1
aw	ił	aw|ił	2
ił	tó	ił|tó	1
tó	dokwil	tó|dokwil	1
dokwil	og.	dokwil|og.	1
og.	ił	og.|ił	1
ił	3SBJ.DEF	ił|3SBJ.DEF	6
ki	NEG.EMPH	ki|NEG.EMPH	1
x	out	x|out	1
go	3SVJ.DEF.	go|3SVJ.DEF.	1
3SVJ.DEF.	old.woman	3SVJ.DEF.|old.woman	1
1POSS	nephew	1POSS|nephew	2
nephew	kitó	nephew|kitó	1
kitó	DUB	kitó|DUB	1
x	čuwo	x|čuwo	1
čuwo	to	čuwo|to	1
to	nén	to|nén	1
nén	ił	nén|ił	1
ił	tokw	ił|tokw	1
tokw	čhbačhkátitolawelih.	tokw|čhbačhkátitolawelih.	1
čhbačhkátitolawelih.	lákw	čhbačhkátitolawelih.|lákw	1
lákw	have.sense[3sbj]	lákw|have.sense[3sbj]	1
tokw	home	tokw|home	1
DEM.DIST	girl	DEM.DIST|girl	15
girl	PST	girl|PST	8
PROG	go	PROG|go	27
3SBJ.DEF.	PROG	3SBJ.DEF.|PROG	42
3SBJ.DEF.	čiwa	3SBJ.DEF.|čiwa	1
čiwa	there	čiwa|there	1
x	kátaw	x|kátaw	1
kátaw	ił.	kátaw|ił.	1
ił.	kwi	ił.|kwi	1
kwi	kł	kwi|kł	1
kł	óm	kł|óm	1
óm	ił	óm|ił	1
ił	kuwił	ił|kuwił	1
kuwił	hu	kuwił|hu	1
hu	tókw.	hu|tókw.	1
tókw.	nín	tókw.|nín	1
nín	name.pass	nín|name.pass	1
x	be.good	x|be.good	1
be.good	EMP	be.good|EMP	12
EMP	seem	EMP|seem	1
seem	be.good	seem|be.good	1
be.good	go.to	be.good|go.to	2
go.to	FUT	go.to|FUT	3
FUT	have.sense	FUT|have.sense	1
have.sense	REFL	have.sense|REFL	1
3SBJ.DEF.	hi	3SBJ.DEF.|hi	1
x	ku	x|ku	1
ku	carórił	ku|carórił	1
carórił	hi	carórił|hi	1
hi	nóg	hi|nóg	2
nóg	ił:	nóg|ił:	1
ił:	to	ił:|to	1
to	pace	to|pace	1
pace	tókw	pace|tókw	1
tókw	kíto.	tókw|kíto.	1
kíto.	t	kíto.|t	1
t	feed	t|feed	1
x	upon.arrival	x|upon.arrival	1
3SBJ.DEF	coyote	3SBJ.DEF|coyote	2
coyote	3POSS	coyote|3POSS	2
3POSS	dwell[3sbj].	3POSS|dwell[3sbj].	2
dwell[3sbj].	hi	dwell[3sbj].|hi	1
x	tú	x|tú	1
tú	phł	tú|phł	1
phł	ił.	phł|ił.	1
ił.	wałohw	ił.|wałohw	1
wałohw	to	wałohw|to	1
to	maróčh.	to|maróčh.	1
maróčh.	úw	maróčh.|úw	1
úw	TH.IMPL	úw|TH.IMPL	1
łe	after.all	łe|after.all	1
x	no.longer	x|no.longer	1
EMP	be.long.time	EMP|be.long.time	1
be.long.time	INF	be.long.time|INF	1
INF	PST	INF|PST	1
PST	out	PST|out	8
out	go[3sbj].	out|go[3sbj].	5
go[3sbj].	there	go[3sbj].|there	1
there	DUB	there|DUB	1
DUB	li	DUB|li	1
li	PST	li|PST	1
hi	tó	hi|tó	2
tó	kowa	tó|kowa	1
kowa	tél	kowa|tél	1
tél	im	tél|im	1
im	ił.	im|ił.	1
ił.	tíšk	ił.|tíšk	1
tíšk	om	tíšk|om	1
om	ił.	om|ił.	1
ił.	ił	ił.|ił	1
o	EMP	o|EMP	1
x	3NEG	x|3NEG	1
3NEG	know	3NEG|know	15
know	3OBJ	know|3OBJ	40
3SBJ.DEF.	be	3SBJ.DEF.|be	1
be	cl.time	be|cl.time	1
hi	tu	hi|tu	2
tu	wé<h>y	tu|wé<h>y	1
wé<h>y	ił.	wé<h>y|ił.	1
ił.	kwiłwo	ił.|kwiłwo	1
kwiłwo	ił.	kwiłwo|ił.	1
ił.	NMLZ.A.	ił.|NMLZ.A.	1
béw	eat	béw|eat	1
ITER	be.right	ITER|be.right	1
be.right	dwell	be.right|dwell	1
dwell	NMLZ	dwell|NMLZ	1
NMLZ	ITER	NMLZ|ITER	1
ITER	all	ITER|all	18
all	come[3sbj].	all|come[3sbj].	5
come[3sbj].	kalókh	come[3sbj].|kalókh	1
kalókh	no.longer	kalókh|no.longer	1
hi	y	hi|y	1
y	etham	y|etham	1
etham	ut	etham|ut	1
ut	ił	ut|ił	1
ił	kud	ił|kud	1
kud	a<h>tol	kud|a<h>tol	1
a<h>tol	ih.	a<h>tol|ih.	1
ih.	rúk	ih.|rúk	1
rúk	be.while	rúk|be.while	1
pucád	whistle	pucád|whistle	1
EMP	so	EMP|so	4
so	go	so|go	36
go	3SBJ.INDF.	go|3SBJ.INDF.	2
3SBJ.INDF.	partition	3SBJ.INDF.|partition	1
partition	SUB	partition|SUB	2
LOC	there	LOC|there	1
there	witkoł	there|witkoł	1
witkoł	coyote	witkoł|coyote	1
tó	tikwhł	tó|tikwhł	1
tikwhł	im.	tikwhł|im.	1
im.	kwáphs	im.|kwáphs	1
kwáphs	ił.	kwáphs|ił.	1
ił.	kú	ił.|kú	1
kú	ru	kú|ru	1
ru	lu<h>w.	ru|lu<h>w.	1
lu<h>w.	yél	lu<h>w.|yél	1
yél	say	yél|say	2
kwóyak	be.imposed.upon	kwóyak|be.imposed.upon	1
x	just.ready	x|just.ready	1
just.ready	go.to	just.ready|go.to	1
go.to	PST	go.to|PST	1
INCH	eat	INCH|eat	21
3SBJ.INDF.	suddenly	3SBJ.INDF.|suddenly	1
suddenly	hear.person	suddenly|hear.person	1
hear.person	3SBJ.INDF	hear.person|3SBJ.INDF	1
3SBJ.INDF	to	3SBJ.INDF|to	1
hu	ków	hu|ków	1
ków	olisw	ków|olisw	1
olisw	akw	olisw|akw	1
ahl	háčharoh.	ahl|háčharoh.	1
háčharoh.	rokwhłírił	háčharoh.|rokwhłírił	1
rokwhłírił	kado	rokwhłírił|kado	1
kado	1NEG	kado|1NEG	1
i<h>l.	TH<N3>STV.	i<h>l.|TH<N3>STV.	1
3SBJ.DEF	what	3SBJ.DEF|what	1
what	PROG	what|PROG	1
PROG	happen.to	PROG|happen.to	2
happen.to	NMLZ.P	happen.to|NMLZ.P	1
NMLZ.P	íl	NMLZ.P|íl	1
íl	1OBJ	íl|1OBJ	1
x	kud	x|kud	1
kud	a	kud|a	1
a	kókw	a|kókw	1
kókw	ił.	kókw|ił.	1
ił.	rokwhłírił	ił.|rokwhłírił	1
rokwhłírił	hi	rokwhłírił|hi	1
nóg	ił	nóg|ił	1
ił	kito	ił|kito	1
kito	kítko	kito|kítko	1
kítko	AFF	kítko|AFF	1
łá	already	łá|already	1
PROG	see	PROG|see	5
PST	up	PST|up	2
up	stand	up|stand	1
3SBJ.DEF.	go.to	3SBJ.DEF.|go.to	4
go.to	hunt	go.to|hunt	1
hunt	3OBJ	hunt|3OBJ	1
3SBJ.DEF.	ił.	3SBJ.DEF.|ił.	1
x	kucágad	x|kucágad	1
kucágad	aw	kucágad|aw	1
ił	pał	ił|pał	1
pał	aw	pał|aw	1
aw	ókw	aw|ókw	1
ókw	kokadów	ókw|kokadów	1
kokadów	ey	kokadów|ey	1
ey	aw	ey|aw	1
aw	ił.	aw|ił.	1
ił.	kéł	ił.|kéł	1
kéł	CESS	kéł|CESS	1
ku	ITER	ku|ITER	3
PST	PL	PST|PL	9
PL	out	PL|out	3
out	drive	out|drive	3
drive	3OBJ	drive|3OBJ	2
3SBJ.DEF.	PL	3SBJ.DEF.|PL	1
PL	be<th.stv>pregnant	PL|be<th.stv>pregnant	1
be<th.stv>pregnant	3SBJ.DEF.	be<th.stv>pregnant|3SBJ.DEF.	1
3SBJ.DEF.	aw	3SBJ.DEF.|aw	1
aw	3OBJ	aw|3OBJ	2
tu	thig	tu|thig	1
thig	átol	thig|átol	1
átol	ił.	átol|ił.	1
ił.	tu	ił.|tu	1
tu	tohk	tu|tohk	1
tohk	ów	tohk|ów	1
ów	ad.	ów|ad.	1
ad.	čuwo	ad.|čuwo	1
čuwo	tó	čuwo|tó	1
tó	PROG	tó|PROG	4
og.	INTS[1SBJ].	og.|INTS[1SBJ].	1
x	buzzard	x|buzzard	1
buzzard	PROG	buzzard|PROG	1
PROG	beat.thoroughly	PROG|beat.thoroughly	1
beat.thoroughly	3SBJ.PASS.	beat.thoroughly|3SBJ.PASS.	1
3SBJ.PASS.	PST	3SBJ.PASS.|PST	9
3SBJ.DEF	átol	3SBJ.DEF|átol	1
átol	go	átol|go	2
x	kó	x|kó	1
kó	tig	kó|tig	1
tig	átol	tig|átol	2
átol	kítko.	átol|kítko.	1
kítko.	šbah	kítko.|šbah	1
šbah	ku	šbah|ku	1
ku	tig	ku|tig	1
átol	ikh.	átol|ikh.	1
ikh.	širukeh	ikh.|širukeh	1
širukeh	old.woman	širukeh|old.woman	1
x	finally	x|finally	1
finally	3NEG	finally|3NEG	21
3NEG	REP	3NEG|REP	1
REP	out	REP|out	1
DEM	du	DEM|du	1
du	1POSS	du|1POSS	1
x	huh	x|huh	1
huh	tó	huh|tó	1
tó	kow	tó|kow	2
kow	a	kow|a	1
a	dótgad	a|dótgad	1
dótgad	od.	dótgad|od.	1
od.	čuwokos	od.|čuwokos	1
čuwokos	hih	čuwokos|hih	1
hih	thig	hih|thig	1
thig	átol.	thig|átol.	1
átol.	čuwo	átol.|čuwo	1
čuwo	there	čuwo|there	1
nén	name.pass	nén|name.pass	1
x	INCH	x|INCH	1
INCH	stagger.with.pain	INCH|stagger.with.pain	1
stagger.with.pain	3SBJ.DEF.	stagger.with.pain|3SBJ.DEF.	1
INCH	around	INCH|around	9
around	fly	around|fly	3
fly	3SBJ.DEF.	fly|3SBJ.DEF.	2
3SBJ.DEF.	tokw	3SBJ.DEF.|tokw	1
tokw	dwell[nmlz]	tokw|dwell[nmlz]	1
x	kówa	x|kówa	1
kówa	koyawetkód	kówa|koyawetkód	1
koyawetkód	ił.	koyawetkód|ił.	1
ił.	ku	ił.|ku	1
ku	DEM.DIST	ku|DEM.DIST	2
x	DEM	x|DEM	1
DEM	now	DEM|now	6
now	PROG	now|PROG	3
PROG	go.to	PROG|go.to	37
already	fly	already|fly	1
fly	3SBJ.DEF	fly|3SBJ.DEF	2
3SBJ.DEF	tol	3SBJ.DEF|tol	1
tol	go	tol|go	1
x	če	x|če	1
če	to	če|to	1
to	hu	to|hu	1
hu	tó	hu|tó	1
kow	a<h>n.	kow|a<h>n.	1
a<h>n.	to	a<h>n.|to	1
kátaw	go.in	kátaw|go.in	1
kwi	upon.arrival	kwi|upon.arrival	1
óm	3OBJ	óm|3OBJ	1
kuwił	man	kuwił|man	1
tókw.	stay.	tókw.|stay.	1
a	EMP	a|EMP	1
kuc	be.good	kuc|be.good	1
wi	FUT	wi|FUT	1
éw	REFL	éw|REFL	1
ił:	3SBJ.DEF	ił:|3SBJ.DEF	1
pace	chief	pace|chief	1
kíto.	DUB.	kíto.|DUB.	1
kł	watch	kł|watch	1
tú	EMP	tú|EMP	1
kalokh	no.longer	kalokh|no.longer	1
rúhk	be.long.time	rúhk|be.long.time	1
átol.	go[3sbj].	átol.|go[3sbj].	1
kito	DUB	kito|DUB	2
tél	talk.to	tél|talk.to	1
ko	3NEG	ko|3NEG	2
um	3OBJ	um|3OBJ	1
wé<h>y	become<th.stv>pregnant	wé<h>y|become<th.stv>pregnant	1
kwiłwo	whoever	kwiłwo|whoever	1
nóg	think	nóg|think	4
tól	dwell	tól|dwell	1
lúw.	come[3sbj].	lúw.|come[3sbj].	1
y	say	y|say	1
ut	INST	ut|INST	1
kud	DEM.DIST	kud|DEM.DIST	2
ih.	IMP.	ih.|IMP.	1
i	EMP	i|EMP	1
atol	go	atol|go	1
pał	partition	pał|partition	1
ókw	LOC	ókw|LOC	1
tikwhł	lie	tikwhł|lie	1
kwáphs	cover	kwáphs|cover	1
kú	ITER	kú|ITER	1
lu<h>w.	come<nmlz.p>.	lu<h>w.|come<nmlz.p>.	1
wa	go.to	wa|go.to	2
kó	INCH	kó|INCH	1
uy.	3SBJ.INDF.	uy.|3SBJ.INDF.	1
púšot	hear.person	púšot|hear.person	1
olisw	sing	olisw|sing	1
ahl	3POSS	ahl|3POSS	1
rokwhłírił	wolf	rokwhłírił|wolf	2
šuwó	what	šuwó|what	1
dakw	happen.to	dakw|happen.to	1
kókw	know	kókw|know	1
wal	see	wal|see	1
ohw	stand	ohw|stand	1
kucágad	find	kucágad|find	1
aw	SUB	aw|SUB	1
kokadów	woman	kokadów|woman	1
aw	REFL	aw|REFL	1
thigá	out	thigá|out	1
tu	PL	tu|PL	3
ów	TH.IMPL	ów|TH.IMPL	1
čuwo	then	čuwo|then	1
ad.	3SBJ.PASS.	ad.|3SBJ.PASS.	1
kó	EMPH	kó|EMPH	1
átol	go[1sbj]	átol|go[1sbj]	1
šbah	be.difficult	šbah|be.difficult	1
tig	out	tig|out	1
ikh.	NMLZ.INF.	ikh.|NMLZ.INF.	1
thig	out	thig|out	2
huh	3POSS	huh|3POSS	1
kow	do.to	kow|do.to	1
dótgad	back	dótgad|back	1
čuwokos	DEM	čuwokos|DEM	1
kowa	INCH	kowa|INCH	1
ló	around	ló|around	1
koyawetkód	fly.irregularly.like.buzzard	koyawetkód|fly.irregularly.like.buzzard	1
čuwował	DEM	čuwował|DEM	1
ła	already	ła|already	1
a<h>n.	3SBJ<NMLZ.P>PASS.	a<h>n.|3SBJ<NMLZ.P>PASS.	1
spring	maiden	spring|maiden	1
maiden	UNK[LOC]	maiden|UNK[LOC]	1
UNK[LOC]	dwell[3sbj].	UNK[LOC]|dwell[3sbj].	1
dwell[3sbj].	be.rich	dwell[3sbj].|be.rich	1
be.rich	3SBJ.DEF.	be.rich|3SBJ.DEF.	1
3SBJ.DEF.	always	3SBJ.DEF.|always	1
PROG	be.one	PROG|be.one	7
be.one	live	be.one|live	3
live	3SBJ.DEF.	live|3SBJ.DEF.	2
know	TH.IMPL	know|TH.IMPL	17
TH.IMPL	3SBJ<NMLZ.P>IMPL	TH.IMPL|3SBJ<NMLZ.P>IMPL	11
sometime	PROG	sometime|PROG	13
PROG	get.money	PROG|get.money	1
get.money	3SBJ.DEF.	get.money|3SBJ.DEF.	1
INCH	love	INCH|love	3
love	3OBJ	love|3OBJ	7
3OBJ	UNK	3OBJ|UNK	1
PST	know	PST|know	10
AFF	sing	AFF|sing	1
sing	1SBJ	sing|1SBJ	1
1SBJ	AFF.	1SBJ|AFF.	10
AFF.	FUT	AFF.|FUT	3
FUT	know	FUT|know	1
EMP	FUT	EMP|FUT	2
FUT	sing	FUT|sing	1
sing	NMLZ	sing|NMLZ	1
NMLZ	3POSS	NMLZ|3POSS	32
3POSS	breaker.man	3POSS|breaker.man	1
PROG	love	PROG|love	2
3OBJ	3SBJ.IMPL.	3OBJ|3SBJ.IMPL.	2
PST	east	PST|east	1
east	that.side	east|that.side	1
that.side	DEM	that.side|DEM	1
DEM	dwell[3sbj].	DEM|dwell[3sbj].	4
PROG	EMP	PROG|EMP	25
PFV	go.from	PFV|go.from	11
go.from	go	go.from|go	9
3SG	2SBJ	3SG|2SBJ	1
2SBJ	3POSS	2SBJ|3POSS	1
love	3OBJ.PERS	love|3OBJ.PERS	1
3OBJ.PERS	3SBJ<NMLZ>PASS.	3OBJ.PERS|3SBJ<NMLZ>PASS.	1
3SBJ<NMLZ>PASS.	now	3SBJ<NMLZ>PASS.|now	1
1POSS	ITER	1POSS|ITER	6
INCH	go	INCH|go	46
go	NMLZ.P	go|NMLZ.P	5
NMLZ.P	PST	NMLZ.P|PST	4
3SBJ.DEF	there	3SBJ.DEF|there	3
there	AFF	there|AFF	2
go.to	come[1sbj].	go.to|come[1sbj].	1
come[1sbj].	DEM	come[1sbj].|DEM	1
go.to	come	go.to|come	1
come.in	IMP.	come.in|IMP.	1
IMP.	come.in	IMP.|come.in	1
3NEG	be.right	3NEG|be.right	6
be.right	happen[3sbj]	be.right|happen[3sbj]	1
happen[3sbj]	be.good	happen[3sbj]|be.good	1
3NEG	appear	3NEG|appear	1
appear	NEG.	appear|NEG.	1
AFF.	PST	AFF.|PST	12
3SBJ.DEF	six.stick.game	3SBJ.DEF|six.stick.game	1
six.stick.game	AFF	six.stick.game|AFF	1
go.to	CESS	go.to|CESS	1
CESS	NMLZ.P	CESS|NMLZ.P	1
NMLZ.P	AFF	NMLZ.P|AFF	9
AFF	around	AFF|around	7
around	give	around|give	2
give	2OBJ[1SBJ].	give|2OBJ[1SBJ].	1
2OBJ[1SBJ].	PROG	2OBJ[1SBJ].|PROG	1
be.one	look.up	be.one|look.up	1
look.up	3SBJ.DEF.	look.up|3SBJ.DEF.	4
PROG	on.account.of	PROG|on.account.of	1
on.account.of	INCH	on.account.of|INCH	1
INCH	sprout[3sbj].	INCH|sprout[3sbj].	1
long.ago	EMP	long.ago|EMP	1
3SBJ.DEF	3NEG	3SBJ.DEF|3NEG	18
3NEG	EMP	3NEG|EMP	53
EMP	tide.go.out	EMP|tide.go.out	3
tide.go.out	NMLZ.INF.	tide.go.out|NMLZ.INF.	2
from.one.side	wind.blow	from.one.side|wind.blow	1
wind.blow	3SBJ.STV	wind.blow|3SBJ.STV	1
3SBJ.STV	southeast	3SBJ.STV|southeast	1
southeast	wind.blow	southeast|wind.blow	1
wind.blow	3SBJ.STV.	wind.blow|3SBJ.STV.	2
INCH	CONT	INCH|CONT	1
CONT	talk	CONT|talk	1
talk	3SBJ.INDF.	talk|3SBJ.INDF.	1
